review_id,title,review,rating,date,language
14032964478,Great app,One of the great app for Trading,5,2026-05-05,
14032810282,Fast resolution,Raju,5,2026-05-05,
14032806369,Best app,Using groww from the beginning,5,2026-05-05,
14032669301,Super,Super,5,2026-05-05,
14031913679,Pramod,Excellent,5,2026-05-05,
14031706662,All good,All good,5,2026-05-05,
14031373032,Add US stock,Using Groww since 7 years,5,2026-05-05,
14031277988,Costumer care service very Poor,Where is ur costumer care number,5,2026-05-05,
14031240925,Worst tech support and poor error messaging,"Worst app ever. Orders don’t get cancelled, F&O sell orders fail constantly, and the app is painfully slow. Error messages are useless and confusing. Support is a joke—the bot only talks about mutual funds and doesn’t help at all. Extremely frustrating experience.",1,2026-05-05,
14031199066,No review,Please do not download this app i have more then 500 its a fraud and they will noy pay u back,1,2026-05-05,
14031088975,All good,Shadab khan,5,2026-05-05,
14030848509,Mr,Good,5,2026-05-05,
14030692264,Nice,Nice,5,2026-05-05,
14030351966,Fraud app,This app stucks when you earn profits,1,2026-05-05,
14030273378,KP,Wow!!,5,2026-05-05,
14030240303,Nice,Slow,4,2026-05-05,
14030233913,Charges,Good app but Charges are high.Make it to ₹5 -₹10 rupees per trade in F&O,5,2026-05-05,
14030164120,Remove Loan segment,Please remove the loan segment as it looks very weird and kindly consider this as an investment tool. Not a loan app. Though you have a separate dedicated app for loans.,5,2026-05-05,
14030136272,Groww,Very good,5,2026-05-05,
14030120283,Good,Best,5,2026-05-05,
